X,Y,OBJECTID,FOLIO,NAME,ENTITYNAME,ADDRESS,CITY,ZIPCODE,PHONE,PHONE2,TYPE,CAPACITY,CAP_DESC,LAT,LON,POINT_X,POINT_Y
-8920549.73319999,2971055.9987,538,0242030130010,VILLA ITALIA SOUTH BEACH MIAMI,CARIBBEAN INVESTMENT AMERICA LLC,354 WASHINGTON AVE,MIAMI BEACH,33139,305-604-1111,305-559-1600,HOTL,13,Rooms,25.7735,-80.13466,940937.686040245,524305.812322572
-8920098.81209999,2972106.5322,539,0232340080310,"VILLA, CASA CASAURINA",VMSB LLC,1116 OCEAN DR,MIAMI BEACH,33139,786-485-2200,786-485-2200,HOTL,10,Rooms,25.782,-80.13061,942250.389779661,527403.358620904
-8920375.27019999,2972704.3921,540,,VILLAS OF ESPANOLA WAY,ESPANOLA WAY CORP,506 ESPANOLA WAY,MIAMI BEACH,33139,305-673-2200,,HOTL,46,Rooms,25.78684,-80.13309,941421.567618411,529155.697307825
-8920089.86519999,2974175.0755,541,0232260010310,VINTRO HOTEL,HUSA LH VN LLC,2216 PARK AVE,MIAMI BEACH,33139,888-542-5565,,HOTL,50,Rooms,25.79873,-80.13053,942236.684098411,533484.812009156
-8920256.49269999,2971919.2716,542,0232340081320,VISCAY HOTEL,SZABO PETER,960 COLLINS AVE,MIAMI BEACH,33139,305-534-9678,305-534-9678,HOTL,23,Rooms,25.78049,-80.13202,941787.889064245,526849.718323991
-8926656.70309999,2970467.2293,543,0141381490001,W MIAMI HOTEL,SENYAR MIAMI HOLDING LLC,485 BRICKELL AVE,MIAMI,33131,866-781-9923,866-781-9923,HOTL,148,Rooms,25.76874,-80.18952,922893.989516161,522459.825200908
-8939152.14649999,2969805.4706,544,0140010056520,WAKAMBA MOTEL,"WAKAMBA, CORP",6495 SW 8 ST,MIAMI,33144,305-263-6811,786-269-3550,MOTL,8,Rooms,25.76339,-80.30178,885962.377683997,520302.528990574
-8920167.11649999,2971747.3334,545,0242030040280,WALDORF TOWERS HOTEL,ROOM MATE HOTEL INC,860 OCEAN DR,MIAMI BEACH,33139,305-755-5821,212-380-2719,HOTL,44,Rooms,25.7791,-80.13122,942055.436429411,526345.93717932
-8920375.27229999,2972048.7406,546,0242030090240,WASHINGTON PARK HOTEL,CRP/ TWG WASHINGTON AVE LLC,1040 WASHINGTON AVE,MIAMI BEACH,33139,516-286-0580,212-672-4730,HOTL,39,Rooms,25.78153,-80.13309,941434.248695411,527228.059430823
-8920379.75339999,2971997.1569,547,0242030090270,WASHINGTON PARK HOTEL,CRP/ TWG WASHINGTON AVE LLC,1020 WASHINGTON AVE,MIAMI BEACH,33139,212-672-4730,212-672-4730,HOTL,34,Rooms,25.78112,-80.13313,941422.000032246,527076.310718574
-8920372.93899999,2972075.7869,548,0242030090230,WASHINGTON PARK HOTEL,CRP/ TWG WASHINGTON AVE LLC,1050 WASHINGTON AVE,MIAMI BEACH,33139,305-674-1930,305-674-1930,HOTL,69,Rooms,25.78175,-80.13307,941440.623026494,527307.623576157
-8920376.73519999,2972031.9148,549,0242030090250,WASHINGTON PARK HOTEL,CRP/ TWG WASHINGTON AVENUE LLC,1036 WASHINGTON AVE,MIAMI BEACH,33139,212-672-4730,212-672-4730,HOTL,40,Rooms,25.7814,-80.1331,941430.24968766,527178.561498322
-8919274.10409999,2975984.0978,550,0232260012000,WESTOVER ARMS HOTEL,ROYAL PROPERTY INVESTMENT 2 INC,4100 COLLINS AVE,MIAMI BEACH,33140,305-635-8900,305-635-8900,HOTL,40,Rooms,25.81336,-80.1232,944612.435580496,538818.43585632
-8920305.31469999,2971670.8087,551,0242030040490,WHITELAW HOTEL & LOUNGE,MUSEUM WALK APARTMENTS LLC,808 COLLINS AVE,MIAMI BEACH,33139,3987000,,HOTL,49,Rooms,25.77848,-80.13246,941648.37293908,526118.249642573
-8941515.00379999,2975366.9601,552,3530270030090,WINGATE BY WYNDHAM MIAMI AIRPORT,3755 PROPERTY HOLDINGS LLC,3755 NW 78 AVE,DORAL,33166,786-547-2553,786-547-2553,HOTL,84,Rooms,25.80837,-80.32299,878892.458424911,536616.369066238
-8920032.90779999,2972519.8255,553,0232340080650,WINTER HAVEN,HHLP WINTER HAVEN LESSEE LLC,1400 OCEAN DR,MIAMI BEACH,33139,,215-238-1046,HOTL,71,Rooms,25.78535,-80.13002,942437.186978247,528619.747264236
-8926693.87259999,2975555.807,554,0132300050090,WISHES HOTEL BISCAYNE,ITALIA LLC,3530 BISCAYNE BLVD,MIAMI,33137,305-571-5115,305-673-2550,MOTL,32,Rooms,25.8099,-80.18986,922692.065707412,537418.96883899
-8948073.12039999,2952051.2116,555,,WOODSPRING SUITES MIAMI SOUTHWEST,GOLD COAST PREMIER PROPERTIES LLC,16055 SW 117 AVE,MIAMI,33137,,786-701-3584,HOTL,124,Rooms,25.61967,-80.38192,859831.596940413,467934.509054907
-8926508.57679999,2971324.7,556,0101100202010,YVE HOTEL MIAMI,HST DOWNTOWN MIAMI LLC,146 BISCAYNE BLVD,MIAMI,33132,240-744-1000,305-358-4555,HOTL,242,Rooms,25.77568,-80.1882,923316.385652997,524983.742069073
-8920068.64819999,2972725.4727,557,0232341930001,Z OCEAN,DE SOLEIL MANAGEMENT LLC,1437 COLLINS AVE,MIAMI BEACH,33139,305-672-4554,,HOTL,80,Rooms,25.78701,-80.13034,942327.543496747,529223.64927166
